DIR,DATE,CLASS_NAME,OBJ_ID,BACKGROUND,LIGHT,INDOOR
augmentation/augmentedDataset/log/Calcado/calcado-001.jpg,24-09-20,Calcado,calcado-01,Branco,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-002.jpg,24-09-20,Calcado,calcado-01,Branco,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-003.jpg,24-09-20,Calcado,calcado-01,Branco,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-004.jpg,24-09-20,Calcado,calcado-02,Branco,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-005.jpg,24-09-20,Calcado,calcado-02,Branco,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-006.jpg,24-09-20,Calcado,calcado-02,Branco,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-007.jpg,24-09-20,Calcado,calcado-03,Branco,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-008.jpg,24-09-20,Calcado,calcado-03,Branco,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-009.jpg,24-09-20,Calcado,calcado-03,Branco,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-010.jpg,24-09-20,Calcado,calcado-04,Branco,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-011.jpg,24-09-20,Calcado,calcado-04,Branco,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-012.jpg,24-09-20,Calcado,calcado-04,Branco,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-013.jpg,24-09-20,Calcado,calcado-01,Colorido,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-014.jpg,24-09-20,Calcado,calcado-01,Colorido,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-015.jpg,24-09-20,Calcado,calcado-01,Colorido,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-016.jpg,24-09-20,Calcado,calcado-02,Colorido,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-017.jpg,24-09-20,Calcado,calcado-02,Colorido,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-018.jpg,24-09-20,Calcado,calcado-02,Colorido,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-019.jpg,24-09-20,Calcado,calcado-03,Colorido,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-020.jpg,24-09-20,Calcado,calcado-03,Colorido,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-021.jpg,24-09-20,Calcado,calcado-03,Colorido,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-022.jpg,24-09-20,Calcado,calcado-04,Colorido,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-023.jpg,24-09-20,Calcado,calcado-04,Colorido,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-024.jpg,24-09-20,Calcado,calcado-04,Colorido,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-025.jpg,24-09-20,Calcado,calcado-01,Preto,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-026.jpg,24-09-20,Calcado,calcado-01,Preto,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-027.jpg,24-09-20,Calcado,calcado-01,Preto,Dia,TRUE
augmentation/augmentedDataset/log/Calcado/calcado-028.jpg,24-09-20,Calcado,calcado-02,Preto,Dia,TRUE
