DIR	DATE	CLASS_NAME	OBJ_ID	BACKGROUND	LIGHT	INDOOR
augmentation/normalizedDataset/gradient/Calcado/calcado-001.jpg	15-11-2020	Calcado	calcado-01	Branco	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-002.jpg	15-11-2020	Calcado	calcado-01	Branco	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-003.jpg	15-11-2020	Calcado	calcado-01	Branco	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-004.jpg	15-11-2020	Calcado	calcado-02	Branco	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-005.jpg	15-11-2020	Calcado	calcado-02	Branco	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-006.jpg	15-11-2020	Calcado	calcado-02	Branco	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-007.jpg	15-11-2020	Calcado	calcado-03	Branco	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-008.jpg	15-11-2020	Calcado	calcado-03	Branco	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-009.jpg	15-11-2020	Calcado	calcado-03	Branco	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-010.jpg	15-11-2020	Calcado	calcado-04	Branco	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-011.jpg	15-11-2020	Calcado	calcado-04	Branco	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-012.jpg	15-11-2020	Calcado	calcado-04	Branco	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-013.jpg	15-11-2020	Calcado	calcado-01	Colorido	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-014.jpg	15-11-2020	Calcado	calcado-01	Colorido	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-015.jpg	15-11-2020	Calcado	calcado-01	Colorido	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-016.jpg	15-11-2020	Calcado	calcado-02	Colorido	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-017.jpg	15-11-2020	Calcado	calcado-02	Colorido	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-018.jpg	15-11-2020	Calcado	calcado-02	Colorido	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-019.jpg	15-11-2020	Calcado	calcado-03	Colorido	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-020.jpg	15-11-2020	Calcado	calcado-03	Colorido	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-021.jpg	15-11-2020	Calcado	calcado-03	Colorido	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-022.jpg	15-11-2020	Calcado	calcado-04	Colorido	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-023.jpg	15-11-2020	Calcado	calcado-04	Colorido	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-024.jpg	15-11-2020	Calcado	calcado-04	Colorido	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-025.jpg	15-11-2020	Calcado	calcado-01	Preto	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-026.jpg	15-11-2020	Calcado	calcado-01	Preto	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-027.jpg	15-11-2020	Calcado	calcado-01	Preto	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-028.jpg	15-11-2020	Calcado	calcado-02	Preto	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-029.jpg	15-11-2020	Calcado	calcado-02	Preto	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-030.jpg	15-11-2020	Calcado	calcado-02	Preto	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-031.jpg	15-11-2020	Calcado	calcado-03	Preto	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-032.jpg	15-11-2020	Calcado	calcado-03	Preto	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-033.jpg	15-11-2020	Calcado	calcado-03	Preto	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-034.jpg	15-11-2020	Calcado	calcado-04	Preto	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-035.jpg	15-11-2020	Calcado	calcado-04	Preto	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-036.jpg	15-11-2020	Calcado	calcado-04	Preto	Dia	True
augmentation/normalizedDataset/gradient/Calcado/calcado-037.jpg	15-11-2020	Calcado	calcado-01	Branco	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-038.jpg	15-11-2020	Calcado	calcado-01	Branco	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-039.jpg	15-11-2020	Calcado	calcado-01	Branco	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-040.jpg	15-11-2020	Calcado	calcado-02	Branco	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-041.jpg	15-11-2020	Calcado	calcado-02	Branco	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-042.jpg	15-11-2020	Calcado	calcado-02	Branco	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-043.jpg	15-11-2020	Calcado	calcado-03	Branco	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-044.jpg	15-11-2020	Calcado	calcado-03	Branco	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-045.jpg	15-11-2020	Calcado	calcado-03	Branco	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-046.jpg	15-11-2020	Calcado	calcado-04	Branco	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-047.jpg	15-11-2020	Calcado	calcado-04	Branco	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-048.jpg	15-11-2020	Calcado	calcado-04	Branco	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-049.jpg	15-11-2020	Calcado	calcado-01	Colorido	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-050.jpg	15-11-2020	Calcado	calcado-01	Colorido	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-051.jpg	15-11-2020	Calcado	calcado-01	Colorido	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-052.jpg	15-11-2020	Calcado	calcado-02	Colorido	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-053.jpg	15-11-2020	Calcado	calcado-02	Colorido	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-054.jpg	15-11-2020	Calcado	calcado-02	Colorido	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-055.jpg	15-11-2020	Calcado	calcado-03	Colorido	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-056.jpg	15-11-2020	Calcado	calcado-03	Colorido	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-057.jpg	15-11-2020	Calcado	calcado-03	Colorido	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-058.jpg	15-11-2020	Calcado	calcado-04	Colorido	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-059.jpg	15-11-2020	Calcado	calcado-04	Colorido	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-060.jpg	15-11-2020	Calcado	calcado-04	Colorido	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-061.jpg	15-11-2020	Calcado	calcado-01	Preto	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-062.jpg	15-11-2020	Calcado	calcado-01	Preto	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-063.jpg	15-11-2020	Calcado	calcado-01	Preto	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-064.jpg	15-11-2020	Calcado	calcado-02	Preto	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-065.jpg	15-11-2020	Calcado	calcado-02	Preto	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-066.jpg	15-11-2020	Calcado	calcado-02	Preto	Dia	False
augmentation/normalizedDataset/gradient/Calcado/calcado-067.jpg	15-11-2020	Calcado	calcado-03	Preto	Dia	False
